fold,epoch,loss,binary_accuracy,TP,TN,FP,FN,precision,recall,auc
0,0,0.17049555480480194,0.9200100302696228,24.0,117499.0,9627.0,591.0,0.0024867889005690813,0.039024390280246735,0.3888894021511078
0,1,0.03177636116743088,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5006116032600403
0,2,0.030959192663431168,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5483249425888062
0,3,0.030881447717547417,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5208443999290466
0,4,0.030591830611228943,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.556298017501831
0,5,0.0304047130048275,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5666312575340271
0,6,0.030464619398117065,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5600815415382385
0,7,0.030332466587424278,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5641477704048157
0,8,0.030080441385507584,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.601198673248291
0,9,0.030000487342476845,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5990332365036011
0,10,0.02965889312326908,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6172385811805725
0,11,0.029746949672698975,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.623365044593811
0,12,0.029603803530335426,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6254174709320068
0,13,0.029542021453380585,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6213725805282593
0,14,0.02949173003435135,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6327744126319885
0,15,0.02932872623205185,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6475377082824707
0,16,0.029172442853450775,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6710591912269592
0,17,0.029038481414318085,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6778977513313293
0,18,0.02903088554739952,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.667038083076477
0,19,0.02891843020915985,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6676112413406372
1,0,0.028537539765238762,0.9952707290649414,0.0,338613.0,0.0,1609.0,0.0,0.0,0.676654577255249
1,1,0.027800563722848892,0.9952707290649414,0.0,338613.0,0.0,1609.0,0.0,0.0,0.7172922492027283
1,2,0.02678939886391163,0.9952707290649414,0.0,338613.0,0.0,1609.0,0.0,0.0,0.7716823816299438
1,3,0.025680426508188248,0.9952707290649414,0.0,338613.0,0.0,1609.0,0.0,0.0,0.810038685798645
1,4,0.02380562759935856,0.9952707290649414,0.0,338613.0,0.0,1609.0,0.0,0.0,0.8348946571350098
1,5,0.022472908720374107,0.9952707290649414,0.0,338613.0,0.0,1609.0,0.0,0.0,0.8397670388221741
1,6,0.02141193114221096,0.9953060150146484,19.0,338606.0,7.0,1590.0,0.7307692170143127,0.011808576993644238,0.8364681601524353
1,7,0.02034282684326172,0.9952736496925354,9.0,338605.0,8.0,1600.0,0.529411792755127,0.005593536421656609,0.8429961800575256
1,8,0.019943658262491226,0.9953030943870544,33.0,338591.0,22.0,1576.0,0.6000000238418579,0.020509634166955948,0.840374231338501
1,9,0.01977226510643959,0.9953383207321167,53.0,338583.0,30.0,1556.0,0.6385542154312134,0.032939713448286057,0.8418176174163818
1,10,0.019695641472935677,0.9953354001045227,67.0,338568.0,45.0,1542.0,0.5982142686843872,0.04164076969027519,0.8311850428581238
1,11,0.019871357828378677,0.9953030943870544,39.0,338585.0,28.0,1570.0,0.5820895433425903,0.02423865720629692,0.8310638070106506
1,12,0.019328758120536804,0.995405912399292,66.0,338593.0,20.0,1543.0,0.7674418687820435,0.041019268333911896,0.8312947750091553
1,13,0.019256193190813065,0.995402991771698,89.0,338569.0,44.0,1520.0,0.6691729426383972,0.05531385913491249,0.8369863033294678
1,14,0.01914912648499012,0.9954559206962585,158.0,338518.0,95.0,1451.0,0.6245059370994568,0.09819763898849487,0.8369534611701965
1,15,0.019073767587542534,0.995476484298706,163.0,338520.0,93.0,1446.0,0.63671875,0.10130515694618225,0.8398708701133728
1,16,0.018909258767962456,0.9955469965934753,205.0,338502.0,111.0,1404.0,0.6487341523170471,0.12740832567214966,0.8478995561599731
1,17,0.018641218543052673,0.9955970048904419,196.0,338528.0,85.0,1413.0,0.6975088715553284,0.1218147948384285,0.8408064246177673
1,18,0.018814565613865852,0.9956204891204834,223.0,338509.0,104.0,1386.0,0.6819571852684021,0.13859540224075317,0.8398438692092896
1,19,0.018422072753310204,0.9956116676330566,286.0,338443.0,170.0,1323.0,0.6271929740905762,0.17775015532970428,0.8527911901473999
2,0,0.01803961768746376,0.9958183765411377,411.0,553505.0,191.0,2135.0,0.6827242374420166,0.16142968833446503,0.8439674377441406
2,1,0.018167605623602867,0.9956763386726379,264.0,553573.0,123.0,2282.0,0.682170569896698,0.10369206964969635,0.8445791006088257
2,2,0.01850935071706772,0.9955505132675171,175.0,553592.0,104.0,2371.0,0.6272401213645935,0.068735271692276,0.8456568717956543
2,3,0.01797136478126049,0.9956008195877075,292.0,553503.0,193.0,2254.0,0.6020618677139282,0.11468970775604248,0.85149747133255
2,4,0.017435237765312195,0.9958040118217468,423.0,553485.0,211.0,2123.0,0.6671923995018005,0.16614297032356262,0.8583551049232483
2,5,0.017442982643842697,0.995796799659729,433.0,553471.0,225.0,2113.0,0.6580547094345093,0.17007069289684296,0.8598015308380127
2,6,0.01731082797050476,0.995875895023346,398.0,553550.0,146.0,2148.0,0.7316176295280457,0.15632364153862,0.8594531416893005
2,7,0.017117977142333984,0.9959118366241455,495.0,553473.0,223.0,2051.0,0.6894150376319885,0.1944226175546646,0.8597951531410217
2,8,0.016993537545204163,0.9959298372268677,519.0,553459.0,237.0,2027.0,0.6865079402923584,0.2038491815328598,0.8638249635696411
2,9,0.01635458506643772,0.996052086353302,601.0,553445.0,251.0,1945.0,0.7053990364074707,0.23605656623840332,0.8706762194633484
2,10,0.016149276867508888,0.9960412979125977,710.0,553330.0,366.0,1836.0,0.6598513126373291,0.27886882424354553,0.8737990856170654
2,11,0.01598898135125637,0.9959567785263062,716.0,553277.0,419.0,1830.0,0.6308370232582092,0.28122544288635254,0.8745949864387512
2,12,0.01612415350973606,0.9960161447525024,704.0,553322.0,374.0,1842.0,0.6530612111091614,0.27651217579841614,0.8743142485618591
2,13,0.016075216233730316,0.9960718750953674,651.0,553406.0,290.0,1895.0,0.6918172240257263,0.2556951940059662,0.8789560794830322
2,14,0.01588234305381775,0.9959891438484192,663.0,553348.0,348.0,1883.0,0.6557863354682922,0.260408490896225,0.8802827000617981
2,15,0.018055079504847527,0.995764434337616,368.0,553518.0,178.0,2178.0,0.6739926934242249,0.1445404589176178,0.8477808833122253
2,16,0.017456861212849617,0.995741069316864,304.0,553569.0,127.0,2242.0,0.7053364515304565,0.11940298229455948,0.8561159372329712
2,17,0.017661865800619125,0.9956961274147034,269.0,553579.0,117.0,2277.0,0.696891188621521,0.10565593093633652,0.8564637303352356
2,18,0.017160668969154358,0.9959298372268677,482.0,553496.0,200.0,2064.0,0.7067448496818542,0.18931657075881958,0.8572500348091125
2,19,0.017480775713920593,0.9958093762397766,536.0,553375.0,321.0,2010.0,0.6254375576972961,0.21052631735801697,0.8577979803085327
3,0,0.01690150611102581,0.9959326982498169,713.0,768405.0,309.0,2832.0,0.6976516842842102,0.20112834870815277,0.8628231883049011
3,1,0.01673646830022335,0.9959935545921326,775.0,768390.0,324.0,2770.0,0.7051865458488464,0.2186177670955658,0.8658865690231323
3,2,0.01656811311841011,0.9960376024246216,882.0,768317.0,397.0,2663.0,0.6896012425422668,0.248801127076149,0.8662962913513184
3,3,0.016548151150345802,0.9960246682167053,825.0,768364.0,350.0,2720.0,0.7021276354789734,0.23272214829921722,0.8661742210388184
3,4,0.01634153537452221,0.9960518479347229,875.0,768335.0,379.0,2670.0,0.6977671384811401,0.24682651460170746,0.8703505992889404
3,5,0.016168439760804176,0.9961450695991516,992.0,768290.0,424.0,2553.0,0.700564980506897,0.2798307538032532,0.8716962933540344
3,6,0.016358742490410805,0.9961437582969666,972.0,768309.0,405.0,2573.0,0.7058823704719543,0.2741889953613281,0.867473840713501
3,7,0.01609087735414505,0.9961593151092529,944.0,768349.0,365.0,2601.0,0.7211611866950989,0.266290545463562,0.8694821000099182
3,8,0.01624474674463272,0.9961140155792236,932.0,768326.0,388.0,2613.0,0.7060605883598328,0.2629055082798004,0.868298351764679
3,9,0.016323136165738106,0.9960389137268066,939.0,768261.0,453.0,2606.0,0.6745689511299133,0.26488012075424194,0.8690997958183289
3,10,0.01591266505420208,0.9962162971496582,1041.0,768296.0,418.0,2504.0,0.7135024070739746,0.29365304112434387,0.871723473072052
3,11,0.015883861109614372,0.9962655305862427,1062.0,768313.0,401.0,2483.0,0.7259056568145752,0.29957687854766846,0.8754444122314453
3,12,0.015936458483338356,0.9961761236190796,1000.0,768306.0,408.0,2545.0,0.7102272510528564,0.28208744525909424,0.871612012386322
3,13,0.015952294692397118,0.9962020516395569,1029.0,768297.0,417.0,2516.0,0.7116182446479797,0.2902679741382599,0.8739132285118103
3,14,0.015935378149151802,0.996161937713623,1010.0,768285.0,429.0,2535.0,0.7018762826919556,0.28490832448005676,0.8760942220687866
3,15,0.016037143766880035,0.9960725903511047,986.0,768240.0,474.0,2559.0,0.6753424406051636,0.2781382203102112,0.8735036849975586
3,16,0.01597665809094906,0.9961878061294556,1058.0,768257.0,457.0,2487.0,0.6983498334884644,0.2984485328197479,0.8725376129150391
3,17,0.01611917093396187,0.9960971474647522,887.0,768358.0,356.0,2658.0,0.7135961651802063,0.25021156668663025,0.8772774934768677
3,18,0.0161899346858263,0.9961269497871399,940.0,768328.0,386.0,2605.0,0.7088989615440369,0.2651621997356415,0.871772825717926
3,19,0.016199618577957153,0.9961554408073425,965.0,768325.0,389.0,2580.0,0.7127031087875366,0.2722143828868866,0.8728787899017334
4,0,0.016586750745773315,0.9959696531295776,1462.0,982814.0,651.0,3332.0,0.6919072270393372,0.304964542388916,0.8772709965705872
4,1,0.016556842252612114,0.9960030913352966,1496.0,982813.0,652.0,3298.0,0.6964617967605591,0.3120567500591278,0.8775773048400879
4,2,0.016356835141777992,0.9959848523139954,1529.0,982762.0,703.0,3265.0,0.6850358247756958,0.31894034147262573,0.8823159337043762
4,3,0.01651741936802864,0.996037483215332,1510.0,982833.0,632.0,3284.0,0.7049486637115479,0.3149770498275757,0.8774247169494629
4,4,0.016589798033237457,0.9959970116615295,1485.0,982818.0,647.0,3309.0,0.6965290904045105,0.30976220965385437,0.8735851645469666
4,5,0.01653667725622654,0.9960506558418274,1592.0,982764.0,701.0,3202.0,0.6942869424819946,0.33208176493644714,0.8766158819198608
4,6,0.016200417652726173,0.9961153864860535,1639.0,982781.0,684.0,3155.0,0.7055531740188599,0.34188568592071533,0.8813742995262146
4,7,0.016744699329137802,0.9959666728973389,1438.0,982835.0,630.0,3356.0,0.6953578591346741,0.2999582886695862,0.8715370893478394
4,8,0.016585292294621468,0.9960101842880249,1505.0,982811.0,654.0,3289.0,0.697081983089447,0.3139340877532959,0.8741431832313538
4,9,0.016509445384144783,0.9959878921508789,1503.0,982791.0,674.0,3291.0,0.6903996467590332,0.31351688504219055,0.8773342967033386
4,10,0.01630389131605625,0.9961123466491699,1568.0,982849.0,616.0,3226.0,0.7179487347602844,0.3270755112171173,0.8770787715911865
4,11,0.017177309840917587,0.9958725571632385,1385.0,982795.0,670.0,3409.0,0.6739659309387207,0.28890278935432434,0.8690307140350342
4,12,0.016928186640143394,0.9959352612495422,1428.0,982814.0,651.0,3366.0,0.6868686676025391,0.2978723347187042,0.8743681311607361
4,13,0.016659894958138466,0.9960192441940308,1470.0,982855.0,610.0,3324.0,0.7067307829856873,0.3066332936286926,0.8768455386161804
4,14,0.016759632155299187,0.9960041046142578,1508.0,982802.0,663.0,3286.0,0.6946107745170593,0.3145598769187927,0.8743712902069092
4,15,0.01648106426000595,0.9960324168205261,1518.0,982820.0,645.0,3276.0,0.7018030285835266,0.3166458010673523,0.8748071193695068
4,16,0.01634921506047249,0.9960779547691345,1600.0,982783.0,682.0,3194.0,0.7011393308639526,0.33375051617622375,0.8802911639213562
4,17,0.016338955610990524,0.9960536956787109,1579.0,982780.0,685.0,3215.0,0.6974381804466248,0.32937005162239075,0.878594160079956
4,18,0.01617949828505516,0.996118426322937,1624.0,982799.0,666.0,3170.0,0.7091702818870544,0.3387567698955536,0.8784792423248291
4,19,0.01604662649333477,0.996167004108429,1692.0,982779.0,686.0,3102.0,0.7115222811698914,0.3529411852359772,0.8822146058082581
