fold,epoch,loss,binary_accuracy,TP,TN,FP,FN,precision,recall,auc
0,0,0.07533976435661316,0.9799985885620117,0.0,125186.0,1940.0,615.0,0.0,0.0,0.41616103053092957
0,1,0.03137193247675896,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5120446681976318
0,2,0.031159471720457077,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5201480388641357
0,3,0.030781783163547516,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5448157787322998
0,4,0.03048538789153099,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5674090385437012
0,5,0.030450141057372093,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5658257007598877
0,6,0.03016064129769802,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.5965263247489929
0,7,0.02993193455040455,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6047515869140625
0,8,0.030021753162145615,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6026837825775146
0,9,0.029589541256427765,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.637651264667511
0,10,0.029663706198334694,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6316304802894592
0,11,0.029431795701384544,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6564635038375854
0,12,0.02924351394176483,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6707305312156677
0,13,0.029262693598866463,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6584208011627197
0,14,0.02912968583405018,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6664121150970459
0,15,0.02894105575978756,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6914265751838684
0,16,0.029389958828687668,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6473145484924316
0,17,0.029309716075658798,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6522616147994995
0,18,0.02895229496061802,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.678892970085144
0,19,0.028794433921575546,0.9951855540275574,0.0,127126.0,0.0,615.0,0.0,0.0,0.6774916648864746
1,0,0.028903361409902573,0.9952707290649414,0.0,338613.0,0.0,1609.0,0.0,0.0,0.652546763420105
1,1,0.02861987054347992,0.9952707290649414,0.0,338613.0,0.0,1609.0,0.0,0.0,0.6687836647033691
1,2,0.028270630165934563,0.9952707290649414,0.0,338613.0,0.0,1609.0,0.0,0.0,0.6840217709541321
1,3,0.02791489101946354,0.9952707290649414,0.0,338613.0,0.0,1609.0,0.0,0.0,0.7063572406768799
1,4,0.029031354933977127,0.9952678084373474,0.0,338612.0,1.0,1609.0,0.0,0.0,0.6927856206893921
1,5,0.027720144018530846,0.9952707290649414,0.0,338613.0,0.0,1609.0,0.0,0.0,0.715828537940979
1,6,0.02627437934279442,0.9952707290649414,0.0,338613.0,0.0,1609.0,0.0,0.0,0.7529121041297913
1,7,0.02372126653790474,0.9952824711799622,4.0,338613.0,0.0,1605.0,1.0,0.002486016135662794,0.80356764793396
1,8,0.021948406472802162,0.9953089356422424,61.0,338565.0,48.0,1548.0,0.5596330165863037,0.03791174665093422,0.8155457377433777
1,9,0.020966090261936188,0.9954177141189575,114.0,338549.0,64.0,1495.0,0.6404494643211365,0.07085146009922028,0.8175661563873291
1,10,0.020311664789915085,0.9955117702484131,190.0,338505.0,108.0,1419.0,0.6375839114189148,0.11808576434850693,0.8188056349754333
1,11,0.019991857931017876,0.9955705404281616,189.0,338526.0,87.0,1420.0,0.6847826242446899,0.11746426671743393,0.8263921141624451
1,12,0.01979682222008705,0.9955264329910278,203.0,338497.0,116.0,1406.0,0.6363636255264282,0.12616531550884247,0.8170332908630371
1,13,0.019462311640381813,0.9955793619155884,223.0,338495.0,118.0,1386.0,0.6539589166641235,0.13859540224075317,0.8201031684875488
1,14,0.0192886833101511,0.9956028461456299,223.0,338503.0,110.0,1386.0,0.6696696877479553,0.13859540224075317,0.8242465853691101
1,15,0.019159195944666862,0.9956263899803162,249.0,338485.0,128.0,1360.0,0.6604774594306946,0.15475450456142426,0.8239384293556213
1,16,0.019159413874149323,0.9956616759300232,270.0,338476.0,137.0,1339.0,0.6633906364440918,0.16780608892440796,0.8210761547088623
1,17,0.01883747987449169,0.9956939816474915,261.0,338496.0,117.0,1348.0,0.6904761791229248,0.1622125506401062,0.8210476636886597
1,18,0.018693411722779274,0.995711624622345,276.0,338487.0,126.0,1333.0,0.6865671873092651,0.17153511941432953,0.8210324048995972
1,19,0.018900610506534576,0.9957233667373657,299.0,338468.0,145.0,1310.0,0.6734234094619751,0.18582971394062042,0.8256061673164368
2,0,0.01854981854557991,0.995708703994751,401.0,553454.0,242.0,2145.0,0.6236391663551331,0.1575019657611847,0.8273959159851074
2,1,0.018544230610132217,0.9956871271133423,374.0,553469.0,227.0,2172.0,0.622296154499054,0.146897092461586,0.8264122009277344
2,2,0.018239684402942657,0.9957554340362549,454.0,553427.0,269.0,2092.0,0.6279391646385193,0.17831893265247345,0.8267529606819153
2,3,0.018493764102458954,0.9956313967704773,375.0,553437.0,259.0,2171.0,0.5914826393127441,0.14728987216949463,0.8304051160812378
2,4,0.018056746572256088,0.9957662224769592,437.0,553450.0,246.0,2109.0,0.6398243308067322,0.17164179682731628,0.8285592198371887
