fold,epoch,loss,binary_accuracy,TP,TN,FP,FN,precision,recall,auc
0,0,0.47105303406715393,0.9673949480056763,8.0,123568.0,3558.0,607.0,0.0022434100974351168,0.01300812978297472,0.49717387557029724
0,1,0.24114127457141876,0.987764298915863,6.0,126172.0,954.0,609.0,0.0062500000931322575,0.009756097570061684,0.5089113712310791
0,2,0.15081526339054108,0.9902458786964417,7.0,126488.0,638.0,608.0,0.010852713137865067,0.01138211414217949,0.5146915912628174
0,3,0.0830559954047203,0.9918428659439087,5.0,126694.0,432.0,610.0,0.011441648006439209,0.008130080997943878,0.5269209742546082
0,4,0.05541018024086952,0.9931658506393433,2.0,126866.0,260.0,613.0,0.007633587811142206,0.00325203244574368,0.5518874526023865
0,5,0.043151821941137314,0.9941443800926208,2.0,126991.0,135.0,613.0,0.014598540030419827,0.00325203244574368,0.573912501335144
0,6,0.03330744802951813,0.9950681328773499,2.0,127109.0,17.0,613.0,0.10526315867900848,0.00325203244574368,0.6467918753623962
0,7,0.02967161126434803,0.9951464533805847,6.0,127115.0,11.0,609.0,0.3529411852359772,0.009756097570061684,0.6858128905296326
0,8,0.02757931686937809,0.9951620697975159,6.0,127117.0,9.0,609.0,0.4000000059604645,0.009756097570061684,0.730324387550354
0,9,0.026390712708234787,0.9952012300491333,7.0,127121.0,5.0,608.0,0.5833333134651184,0.01138211414217949,0.7688661217689514
0,10,0.02526838704943657,0.9952012300491333,10.0,127118.0,8.0,605.0,0.5555555820465088,0.016260161995887756,0.7940890192985535
0,11,0.024740802124142647,0.9951934218406677,12.0,127115.0,11.0,603.0,0.52173912525177,0.019512195140123367,0.7999519109725952
0,12,0.02432357519865036,0.9952090382575989,17.0,127112.0,14.0,598.0,0.5483871102333069,0.027642276138067245,0.813076913356781
0,13,0.024002406746149063,0.9952403903007507,23.0,127110.0,16.0,592.0,0.5897436141967773,0.03739837557077408,0.816005289554596
0,14,0.023704687133431435,0.9952325224876404,23.0,127109.0,17.0,592.0,0.574999988079071,0.03739837557077408,0.8197782635688782
0,15,0.023168157786130905,0.9952169060707092,25.0,127105.0,21.0,590.0,0.54347825050354,0.04065040498971939,0.8241326212882996
0,16,0.02303243987262249,0.9952403903007507,30.0,127103.0,23.0,585.0,0.5660377144813538,0.04878048598766327,0.8294294476509094
0,17,0.022740822285413742,0.9952481985092163,31.0,127103.0,23.0,584.0,0.5740740895271301,0.050406504422426224,0.8331916928291321
0,18,0.022577481344342232,0.9952090382575989,37.0,127092.0,34.0,578.0,0.5211267471313477,0.06016260012984276,0.8369253277778625
0,19,0.02250264771282673,0.9951934218406677,36.0,127091.0,35.0,579.0,0.5070422291755676,0.0585365854203701,0.8397845029830933
1,0,0.022448908537626266,0.9952384233474731,87.0,338515.0,98.0,1522.0,0.4702702760696411,0.0540708526968956,0.820185661315918
1,1,0.022386599332094193,0.9951884150505066,75.0,338510.0,103.0,1534.0,0.42134830355644226,0.046612802892923355,0.8293610215187073
1,2,0.021830257028341293,0.9952207803726196,92.0,338504.0,109.0,1517.0,0.45771142840385437,0.05717837065458298,0.832618772983551
1,3,0.021606706082820892,0.9952707290649414,104.0,338509.0,104.0,1505.0,0.5,0.06463641673326492,0.8338502049446106
1,4,0.021494178101420403,0.9953148365020752,132.0,338496.0,117.0,1477.0,0.5301204919815063,0.08203853666782379,0.8326981663703918
1,5,0.0213241558521986,0.9952678084373474,124.0,338488.0,125.0,1485.0,0.49799197912216187,0.07706650346517563,0.8372656106948853
1,6,0.021311979740858078,0.9952942728996277,124.0,338497.0,116.0,1485.0,0.5166666507720947,0.07706650346517563,0.8350566029548645
1,7,0.0217190682888031,0.9952413439750671,98.0,338505.0,108.0,1511.0,0.4757281541824341,0.06090739741921425,0.8286264538764954
1,8,0.021840915083885193,0.9952207803726196,96.0,338500.0,113.0,1513.0,0.45933014154434204,0.05966438725590706,0.8322738409042358
1,9,0.02127743884921074,0.9952619075775146,141.0,338469.0,144.0,1468.0,0.49473685026168823,0.08763206750154495,0.8361720442771912
1,10,0.020937280729413033,0.995326578617096,158.0,338474.0,139.0,1451.0,0.5319865345954895,0.09819763898849487,0.8384223580360413
1,11,0.020863870158791542,0.9953354001045227,168.0,338467.0,146.0,1441.0,0.5350318551063538,0.10441268235445023,0.8382636308670044
1,12,0.02088477835059166,0.9953413009643555,187.0,338450.0,163.0,1422.0,0.5342857241630554,0.11622125655412674,0.8363620042800903
1,13,0.02083376795053482,0.9953413009643555,182.0,338455.0,158.0,1427.0,0.5352941155433655,0.11311373859643936,0.8359252214431763
1,14,0.020755479112267494,0.9953324794769287,171.0,338463.0,150.0,1438.0,0.5327102541923523,0.10627719014883041,0.838013768196106
1,15,0.02066020295023918,0.995323657989502,175.0,338456.0,157.0,1434.0,0.5271084308624268,0.1087632104754448,0.8382814526557922
1,16,0.020750030875205994,0.995367705821991,172.0,338474.0,139.0,1437.0,0.553054690361023,0.10689869523048401,0.8360128998756409
1,17,0.02074543945491314,0.9953383207321167,164.0,338472.0,141.0,1445.0,0.5377049446105957,0.10192666202783585,0.8375841379165649
1,18,0.020742837339639664,0.9953324794769287,159.0,338475.0,138.0,1450.0,0.5353535413742065,0.09881914407014847,0.8362690806388855
1,19,0.020632321015000343,0.9953177571296692,152.0,338477.0,136.0,1457.0,0.5277777910232544,0.0944686159491539,0.8374385833740234
2,0,0.020394960418343544,0.9955019354820251,275.0,553465.0,231.0,2271.0,0.54347825050354,0.10801257193088531,0.8337475061416626
