fold,epoch,loss,binary_accuracy,TP,TN,FP,FN,precision,recall,f1_score
4,4,0.023631418123841286,0.9954275488853455,103.0,240458.0,42.0,1063.0,0.7103448510169983,0.08833619207143784,[0.00960335]
4,5,0.03127613663673401,0.9921296238899231,509.0,239255.0,1245.0,657.0,0.2901938557624817,0.43653514981269836,[0.00960335]
4,6,0.01728077046573162,0.995688259601593,247.0,240377.0,123.0,919.0,0.6675675511360168,0.2118353396654129,[0.00960335]
4,7,0.017005812376737595,0.9961475729942322,555.0,240180.0,320.0,611.0,0.6342856884002686,0.4759862720966339,[0.00960335]
4,8,0.016348600387573242,0.9961516857147217,615.0,240121.0,379.0,551.0,0.6187122464179993,0.5274442434310913,[0.00960335]
4,9,0.01502322033047676,0.9964289665222168,515.0,240288.0,212.0,651.0,0.7083906531333923,0.4416809678077698,[0.00960335]
4,10,0.018288705497980118,0.9963834285736084,482.0,240310.0,190.0,684.0,0.7172619104385376,0.41337907314300537,[0.00960335]
4,11,0.018951332196593285,0.9950344562530518,609.0,239857.0,643.0,557.0,0.48642173409461975,0.5222984552383423,[0.00960335]
4,12,0.013073395006358624,0.9970082640647888,582.0,240361.0,139.0,584.0,0.807212233543396,0.4991423785686493,[0.00960335]
4,13,0.02133151702582836,0.995179295539856,1.0,240500.0,0.0,1165.0,1.0,0.0008576329564675689,[0.00960335]
4,14,0.027003396302461624,0.9953282475471497,60.0,240477.0,23.0,1106.0,0.7228915691375732,0.051457975059747696,[0.00960335]
4,15,0.020357437431812286,0.9956758618354797,562.0,240059.0,441.0,604.0,0.5603190660476685,0.48198971152305603,[0.00960335]
4,16,0.021665921434760094,0.9940165281295776,683.0,239537.0,963.0,483.0,0.4149453341960907,0.5857632756233215,[0.00960335]
4,17,0.013748598285019398,0.9967765212059021,614.0,240273.0,227.0,552.0,0.7300832271575928,0.5265865921974182,[0.00960335]
4,18,0.025565406307578087,0.9952744841575623,45.0,240479.0,21.0,1121.0,0.6818181872367859,0.03859348222613335,[0.00960335]
4,19,0.01659013330936432,0.9960648417472839,464.0,240251.0,249.0,702.0,0.6507713794708252,0.3979416787624359,[0.00960335]
5,0,0.03022390604019165,0.9953985810279846,0.0,240554.0,0.0,1112.0,0.0,0.0,[0.00916063]
5,1,0.030189871788024902,0.9953985810279846,0.0,240554.0,0.0,1112.0,0.0,0.0,[0.00916063]
5,2,0.029255816712975502,0.9953985810279846,0.0,240554.0,0.0,1112.0,0.0,0.0,[0.00916063]
5,3,0.023573927581310272,0.9953985810279846,0.0,240554.0,0.0,1112.0,0.0,0.0,[0.00916063]
5,4,0.017892194911837578,0.9955434203147888,109.0,240480.0,74.0,1003.0,0.5956284403800964,0.09802158176898956,[0.00916063]
5,5,0.029629351571202278,0.9953985810279846,0.0,240554.0,0.0,1112.0,0.0,0.0,[0.00916063]
5,6,0.018571903929114342,0.9953696131706238,6.0,240541.0,13.0,1106.0,0.31578946113586426,0.0053956834599375725,[0.00916063]
5,7,0.019489090889692307,0.9958207011222839,149.0,240507.0,47.0,963.0,0.7602040767669678,0.13399280607700348,[0.00916063]
5,8,0.018323950469493866,0.995667576789856,491.0,240128.0,426.0,621.0,0.5354416370391846,0.441546767950058,[0.00916063]
5,9,0.014463948085904121,0.9966565370559692,490.0,240368.0,186.0,622.0,0.7248520851135254,0.4406474828720093,[0.00916063]
5,10,0.015343897975981236,0.9963461756706238,342.0,240441.0,113.0,770.0,0.7516483664512634,0.3075539469718933,[0.00916063]
5,11,0.013817543163895607,0.9965323805809021,536.0,240292.0,262.0,576.0,0.6716791987419128,0.48201438784599304,[0.00916063]
5,12,0.01402275636792183,0.9970579147338867,548.0,240407.0,147.0,564.0,0.7884892225265503,0.49280574917793274,[0.00916063]
5,13,0.023004217073321342,0.9953985810279846,0.0,240554.0,0.0,1112.0,0.0,0.0,[0.00916063]
5,14,0.02554972842335701,0.9953985810279846,0.0,240554.0,0.0,1112.0,0.0,0.0,[0.00916063]
5,15,0.02232777513563633,0.9953985810279846,0.0,240554.0,0.0,1112.0,0.0,0.0,[0.00916063]
5,16,0.025783438235521317,0.9953985810279846,0.0,240554.0,0.0,1112.0,0.0,0.0,[0.00916063]
5,17,0.02290978468954563,0.9954317212104797,14.0,240548.0,6.0,1098.0,0.699999988079071,0.012589927762746811,[0.00916063]
5,18,0.029169386252760887,0.9954027533531189,1.0,240554.0,0.0,1111.0,1.0,0.0008992805960588157,[0.00916063]
5,19,0.02710510976612568,0.9912192821502686,610.0,238934.0,1620.0,502.0,0.2735426127910614,0.548561155796051,[0.00916063]
